id,split,source,cve_id,cwe,attck_tags,perturbation_strategy,difficulty,path_hops,num_nodes,num_edges,data_license
AVP-R-2205,validation,mitre-engenuity,CVE-2021-24385,CWE-384,T1078.001,Role Confusion,3,7,8,7,CC-BY-4.0
AVP-R-2206,validation,lanl,CVE-2021-26029,CWE-620,T1078,Noisy Decoy,3,4,5,4,CC-BY-4.0
AVP-R-2207,validation,lmdg-synthetic,CVE-2022-28221,CWE-307,T1059.001;T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-2208,validation,lanl,CVE-2023-25070,CWE-287,T1047;T1569.002,Tool Injection,1,8,9,8,CC-BY-4.0
AVP-R-2209,validation,mitre-engenuity,CVE-2023-13151,CWE-307,T1078.001,Role Confusion,1,8,9,8,CC-BY-4.0
AVP-R-2210,validation,lanl,CVE-2022-24111,CWE-307,T1047;T1569.002,Tool Injection,2,7,8,7,CC-BY-4.0
AVP-R-2211,validation,mitre-engenuity,CVE-2021-32194,CWE-798,T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-2212,validation,lanl,CVE-2022-24111,CWE-307,T1078.001,Role Confusion,4,9,10,9,CC-BY-4.0
AVP-R-2213,validation,mitre-engenuity,CVE-2021-27673,CWE-200,T1078.001,Role Confusion,2,10,11,10,CC-BY-4.0
AVP-R-2214,validation,lmdg-synthetic,CVE-2022-29043,CWE-200,T1029;T1087,Slow Exfiltration,2,4,5,4,CC-BY-4.0
AVP-R-2215,validation,mitre-engenuity,CVE-2023-28769,CWE-620,T1078.001,Role Confusion,4,6,7,6,CC-BY-4.0
AVP-R-2216,validation,mitre-engenuity,CVE-2022-31098,CWE-521,T1557.001,NTLM Relay,1,6,7,6,CC-BY-4.0
AVP-R-2217,validation,lanl,CVE-2023-31646,CWE-640,T1078,Noisy Decoy,1,5,6,5,CC-BY-4.0
AVP-R-2218,validation,lanl,CVE-2022-31920,CWE-287,T1078.001,Role Confusion,1,5,6,5,CC-BY-4.0
AVP-R-2219,validation,lmdg-synthetic,CVE-2021-10000,CWE-287,T1021.006;T1029,Slow Exfiltration,3,8,9,8,CC-BY-4.0
AVP-R-2220,validation,lmdg-synthetic,CVE-2023-26714,CWE-798,T1021.004;T1029,Slow Exfiltration,3,6,7,6,CC-BY-4.0
AVP-R-2221,validation,lanl,CVE-2022-32331,CWE-307,T1078,Noisy Decoy,2,10,11,10,CC-BY-4.0
AVP-R-2222,validation,lanl,CVE-2023-25070,CWE-287,T1078,Noisy Decoy,3,10,11,10,CC-BY-4.0
AVP-R-2223,validation,lanl,CVE-2023-29591,CWE-307,T1078,Noisy Decoy,1,8,9,8,CC-BY-4.0
AVP-R-2224,validation,lanl,CVE-2021-24385,CWE-384,T1078,Noisy Decoy,3,6,7,6,CC-BY-4.0
AVP-R-2225,validation,lmdg-synthetic,CVE-2022-29043,CWE-200,T1018;T1029,Slow Exfiltration,2,9,10,9,CC-BY-4.0
AVP-R-2226,validation,lmdg-synthetic,CVE-2022-32331,CWE-307,T1078;T1087,Noisy Decoy,2,10,11,10,CC-BY-4.0
AVP-R-2227,validation,lanl,CVE-2023-31235,CWE-384,T1047;T1569.002,Tool Injection,3,8,9,8,CC-BY-4.0
AVP-R-2228,validation,lanl,CVE-2021-28906,CWE-640,T1029,Slow Exfiltration,2,10,11,10,CC-BY-4.0
AVP-R-2229,validation,mitre-engenuity,CVE-2021-10411,CWE-307,T1047;T1569.002,Tool Injection,4,7,8,7,CC-BY-4.0
AVP-R-2230,validation,lanl,CVE-2021-28906,CWE-640,T1078.001,Role Confusion,3,6,7,6,CC-BY-4.0
AVP-R-2231,validation,lanl,CVE-2022-30276,CWE-640,T1557.001,NTLM Relay,2,10,11,10,CC-BY-4.0
AVP-R-2232,validation,lmdg-synthetic,CVE-2023-24659,CWE-620,T1021.004;T1047;T1569.002,Tool Injection,1,4,5,4,CC-BY-4.0
AVP-R-2233,validation,lmdg-synthetic,CVE-2021-27673,CWE-200,T1018;T1047;T1569.002,Tool Injection,2,5,6,5,CC-BY-4.0
AVP-R-2234,validation,lanl,CVE-2021-32194,CWE-798,T1047;T1569.002,Tool Injection,3,5,6,5,CC-BY-4.0
AVP-R-2235,validation,lmdg-synthetic,CVE-2022-32331,CWE-307,T1021.001;T1029,Slow Exfiltration,2,5,6,5,CC-BY-4.0
AVP-R-2236,validation,lanl,CVE-2021-30961,CWE-307,T1078.001,Role Confusion,3,8,9,8,CC-BY-4.0
AVP-R-2237,validation,lanl,CVE-2021-10822,CWE-613,T1078.001,Role Confusion,2,5,6,5,CC-BY-4.0
AVP-R-2238,validation,lmdg-synthetic,CVE-2022-26166,CWE-640,T1087;T1557.001,NTLM Relay,2,10,11,10,CC-BY-4.0
AVP-R-2239,validation,lmdg-synthetic,CVE-2021-28084,CWE-798,T1029;T1049,Slow Exfiltration,1,5,6,5,CC-BY-4.0
AVP-R-2240,validation,lanl,CVE-2021-32194,CWE-798,T1557.001,NTLM Relay,1,6,7,6,CC-BY-4.0
AVP-R-2241,validation,lmdg-synthetic,CVE-2022-11781,CWE-307,T1059.003;T1078,Noisy Decoy,4,5,6,5,CC-BY-4.0
AVP-R-2242,validation,lmdg-synthetic,CVE-2021-25207,CWE-306,T1021.001;T1557.001,NTLM Relay,4,7,8,7,CC-BY-4.0
AVP-R-2243,validation,mitre-engenuity,CVE-2022-30276,CWE-640,T1078.001,Role Confusion,1,9,10,9,CC-BY-4.0
AVP-R-2244,validation,lanl,CVE-2022-24111,CWE-307,T1557.001,NTLM Relay,2,8,9,8,CC-BY-4.0
AVP-R-2245,validation,lanl,CVE-2023-25481,CWE-307,T1047;T1569.002,Tool Injection,2,10,11,10,CC-BY-4.0
AVP-R-2246,validation,lanl,CVE-2023-10274,CWE-798,T1557.001,NTLM Relay,2,10,11,10,CC-BY-4.0
AVP-R-2247,validation,mitre-engenuity,CVE-2022-10548,CWE-521,T1047;T1569.002,Tool Injection,1,8,9,8,CC-BY-4.0
AVP-R-2248,validation,mitre-engenuity,CVE-2021-29728,CWE-521,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-2249,validation,lanl,CVE-2022-23700,CWE-287,T1078.001,Role Confusion,3,6,7,6,CC-BY-4.0
AVP-R-2250,validation,lanl,CVE-2021-12055,CWE-384,T1078,Noisy Decoy,1,9,10,9,CC-BY-4.0
AVP-R-2251,validation,lmdg-synthetic,CVE-2023-28769,CWE-620,T1018;T1029,Slow Exfiltration,1,4,5,4,CC-BY-4.0
AVP-R-2252,validation,lanl,CVE-2022-27810,CWE-287,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-2253,validation,lmdg-synthetic,CVE-2022-27399,CWE-620,T1021.001;T1029,Slow Exfiltration,2,8,9,8,CC-BY-4.0
AVP-R-2254,validation,mitre-engenuity,CVE-2021-25618,CWE-521,T1029,Slow Exfiltration,3,7,8,7,CC-BY-4.0
AVP-R-2255,validation,lmdg-synthetic,CVE-2022-26577,CWE-306,T1018;T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-2256,validation,mitre-engenuity,CVE-2022-24933,CWE-200,T1078.001,Role Confusion,1,5,6,5,CC-BY-4.0
AVP-R-2257,validation,mitre-engenuity,CVE-2021-10000,CWE-287,T1029,Slow Exfiltration,3,9,10,9,CC-BY-4.0
AVP-R-2258,validation,lmdg-synthetic,CVE-2023-30824,CWE-798,T1047;T1059.003;T1569.002,Tool Injection,2,9,10,9,CC-BY-4.0
AVP-R-2259,validation,lanl,CVE-2021-25618,CWE-521,T1047;T1569.002,Tool Injection,1,6,7,6,CC-BY-4.0
AVP-R-2260,validation,lanl,CVE-2022-30687,CWE-306,T1078.001,Role Confusion,3,9,10,9,CC-BY-4.0
AVP-R-2261,validation,lanl,CVE-2022-10137,CWE-306,T1047;T1569.002,Tool Injection,4,5,6,5,CC-BY-4.0
AVP-R-2262,validation,mitre-engenuity,CVE-2022-31509,CWE-620,T1078,Noisy Decoy,2,7,8,7,CC-BY-4.0
AVP-R-2263,validation,mitre-engenuity,CVE-2022-30687,CWE-306,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-2264,validation,lmdg-synthetic,CVE-2022-26988,CWE-521,T1059.001;T1557.001,NTLM Relay,3,10,11,10,CC-BY-4.0
AVP-R-2265,validation,mitre-engenuity,CVE-2023-31646,CWE-640,T1029,Slow Exfiltration,4,5,6,5,CC-BY-4.0
AVP-R-2266,validation,lanl,CVE-2023-29180,CWE-287,T1557.001,NTLM Relay,3,9,10,9,CC-BY-4.0
AVP-R-2267,validation,mitre-engenuity,CVE-2023-29180,CWE-287,T1047;T1569.002,Tool Injection,2,6,7,6,CC-BY-4.0
AVP-R-2268,validation,mitre-engenuity,CVE-2021-31372,CWE-613,T1047;T1569.002,Tool Injection,1,6,7,6,CC-BY-4.0
AVP-R-2269,validation,mitre-engenuity,CVE-2021-12877,CWE-306,T1078.001,Role Confusion,2,7,8,7,CC-BY-4.0
AVP-R-2270,validation,mitre-engenuity,CVE-2023-31235,CWE-384,T1078,Noisy Decoy,1,5,6,5,CC-BY-4.0
AVP-R-2271,validation,lanl,CVE-2021-11233,CWE-200,T1557.001,NTLM Relay,1,9,10,9,CC-BY-4.0
AVP-R-2272,validation,lanl,CVE-2021-26851,CWE-307,T1078.001,Role Confusion,1,7,8,7,CC-BY-4.0
AVP-R-2273,validation,lanl,CVE-2023-27536,CWE-640,T1029,Slow Exfiltration,2,7,8,7,CC-BY-4.0
AVP-R-2274,validation,lmdg-synthetic,CVE-2022-24522,CWE-613,T1021.004;T1029,Slow Exfiltration,1,8,9,8,CC-BY-4.0
AVP-R-2275,validation,lanl,CVE-2022-25755,CWE-384,T1047;T1569.002,Tool Injection,4,9,10,9,CC-BY-4.0
AVP-R-2276,validation,lanl,CVE-2023-28769,CWE-620,T1078,Noisy Decoy,4,5,6,5,CC-BY-4.0
AVP-R-2277,validation,mitre-engenuity,CVE-2022-29043,CWE-200,T1078.001,Role Confusion,1,7,8,7,CC-BY-4.0
AVP-R-2278,validation,lanl,CVE-2023-30413,CWE-200,T1047;T1569.002,Tool Injection,2,8,9,8,CC-BY-4.0
AVP-R-2279,validation,lmdg-synthetic,CVE-2022-28221,CWE-307,T1059.003;T1078,Noisy Decoy,2,8,9,8,CC-BY-4.0
AVP-R-2280,validation,lmdg-synthetic,CVE-2021-28084,CWE-798,T1059.003;T1078,Noisy Decoy,1,10,11,10,CC-BY-4.0
AVP-R-2281,validation,lanl,CVE-2023-24659,CWE-620,T1029,Slow Exfiltration,3,8,9,8,CC-BY-4.0
AVP-R-2282,validation,lanl,CVE-2022-30687,CWE-306,T1078.001,Role Confusion,1,6,7,6,CC-BY-4.0
AVP-R-2283,validation,lanl,CVE-2022-29454,CWE-798,T1078,Noisy Decoy,4,7,8,7,CC-BY-4.0
AVP-R-2284,validation,lmdg-synthetic,CVE-2021-31783,CWE-200,T1021.001;T1047;T1569.002,Tool Injection,3,10,11,10,CC-BY-4.0
AVP-R-2285,validation,lanl,CVE-2022-26577,CWE-306,T1557.001,NTLM Relay,2,8,9,8,CC-BY-4.0
AVP-R-2286,validation,lanl,CVE-2022-25344,CWE-798,T1078.001,Role Confusion,2,7,8,7,CC-BY-4.0
AVP-R-2287,validation,mitre-engenuity,CVE-2022-28221,CWE-307,T1047;T1569.002,Tool Injection,1,6,7,6,CC-BY-4.0
AVP-R-2288,validation,mitre-engenuity,CVE-2021-28084,CWE-798,T1029,Slow Exfiltration,4,9,10,9,CC-BY-4.0
AVP-R-2289,validation,lmdg-synthetic,CVE-2021-11644,CWE-798,T1029;T1059.003,Slow Exfiltration,3,8,9,8,CC-BY-4.0
AVP-R-2290,validation,mitre-engenuity,CVE-2023-10274,CWE-798,T1047;T1569.002,Tool Injection,4,8,9,8,CC-BY-4.0
AVP-R-2291,validation,lanl,CVE-2023-25070,CWE-287,T1047;T1569.002,Tool Injection,1,10,11,10,CC-BY-4.0
AVP-R-2292,validation,mitre-engenuity,CVE-2022-12192,CWE-613,T1078.001,Role Confusion,3,6,7,6,CC-BY-4.0
AVP-R-2293,validation,lanl,CVE-2021-28495,CWE-384,T1047;T1569.002,Tool Injection,3,9,10,9,CC-BY-4.0
AVP-R-2294,validation,lanl,CVE-2021-24796,CWE-640,T1557.001,NTLM Relay,1,7,8,7,CC-BY-4.0
AVP-R-2295,validation,mitre-engenuity,CVE-2022-29865,CWE-384,T1078,Noisy Decoy,2,6,7,6,CC-BY-4.0
AVP-R-2296,validation,lanl,CVE-2021-26440,CWE-287,T1557.001,NTLM Relay,2,10,11,10,CC-BY-4.0
AVP-R-2297,validation,lmdg-synthetic,CVE-2022-11781,CWE-307,T1049;T1557.001,NTLM Relay,3,4,5,4,CC-BY-4.0
AVP-R-2298,validation,lanl,CVE-2023-25481,CWE-307,T1557.001,NTLM Relay,3,5,6,5,CC-BY-4.0
AVP-R-2299,validation,lmdg-synthetic,CVE-2022-11370,CWE-287,T1018;T1078,Noisy Decoy,3,6,7,6,CC-BY-4.0
AVP-R-2300,validation,lanl,CVE-2022-24522,CWE-613,T1047;T1569.002,Tool Injection,2,5,6,5,CC-BY-4.0
AVP-R-2301,validation,lanl,CVE-2022-11781,CWE-307,T1078.001,Role Confusion,2,8,9,8,CC-BY-4.0
AVP-R-2302,validation,lmdg-synthetic,CVE-2021-28495,CWE-384,T1021.006;T1078,Noisy Decoy,3,9,10,9,CC-BY-4.0
AVP-R-2303,validation,mitre-engenuity,CVE-2022-31509,CWE-620,T1047;T1569.002,Tool Injection,1,8,9,8,CC-BY-4.0
AVP-R-2304,validation,lanl,CVE-2021-25207,CWE-306,T1078.001,Role Confusion,1,5,6,5,CC-BY-4.0
AVP-R-2305,validation,lmdg-synthetic,CVE-2023-32057,CWE-306,T1018;T1078,Noisy Decoy,1,8,9,8,CC-BY-4.0
AVP-R-2306,validation,mitre-engenuity,CVE-2023-10685,CWE-384,T1029,Slow Exfiltration,2,7,8,7,CC-BY-4.0
AVP-R-2307,validation,lmdg-synthetic,CVE-2022-31098,CWE-521,T1021.001;T1029,Slow Exfiltration,3,7,8,7,CC-BY-4.0
AVP-R-2308,validation,mitre-engenuity,CVE-2021-26440,CWE-287,T1029,Slow Exfiltration,2,10,11,10,CC-BY-4.0
AVP-R-2309,validation,lanl,CVE-2021-26029,CWE-620,T1029,Slow Exfiltration,2,8,9,8,CC-BY-4.0
AVP-R-2310,validation,mitre-engenuity,CVE-2022-26988,CWE-521,T1078,Noisy Decoy,2,9,10,9,CC-BY-4.0
AVP-R-2311,validation,mitre-engenuity,CVE-2022-11781,CWE-307,T1078.001,Role Confusion,3,9,10,9,CC-BY-4.0
AVP-R-2312,validation,lanl,CVE-2021-29728,CWE-521,T1029,Slow Exfiltration,2,8,9,8,CC-BY-4.0
AVP-R-2313,validation,lanl,CVE-2023-27947,CWE-306,T1047;T1569.002,Tool Injection,2,5,6,5,CC-BY-4.0
AVP-R-2314,validation,mitre-engenuity,CVE-2021-27262,CWE-613,T1078,Noisy Decoy,1,5,6,5,CC-BY-4.0
AVP-R-2315,validation,lanl,CVE-2023-12329,CWE-620,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-2316,validation,mitre-engenuity,CVE-2023-12329,CWE-620,T1078,Noisy Decoy,1,10,11,10,CC-BY-4.0
AVP-R-2317,validation,lanl,CVE-2023-12329,CWE-620,T1078.001,Role Confusion,1,6,7,6,CC-BY-4.0
AVP-R-2318,validation,lmdg-synthetic,CVE-2021-29728,CWE-521,T1021.001;T1557.001,NTLM Relay,2,9,10,9,CC-BY-4.0
AVP-R-2319,validation,lanl,CVE-2021-30550,CWE-287,T1557.001,NTLM Relay,2,9,10,9,CC-BY-4.0
AVP-R-2320,validation,lmdg-synthetic,CVE-2022-31098,CWE-521,T1029;T1059.003,Slow Exfiltration,1,5,6,5,CC-BY-4.0
AVP-R-2321,validation,lmdg-synthetic,CVE-2023-13151,CWE-307,T1021.006;T1557.001,NTLM Relay,2,6,7,6,CC-BY-4.0
AVP-R-2322,validation,lmdg-synthetic,CVE-2022-28632,CWE-613,T1018;T1078.001,Role Confusion,3,5,6,5,CC-BY-4.0
AVP-R-2323,validation,lanl,CVE-2021-25618,CWE-521,T1078.001,Role Confusion,3,5,6,5,CC-BY-4.0
AVP-R-2324,validation,mitre-engenuity,CVE-2021-28495,CWE-384,T1078.001,Role Confusion,3,9,10,9,CC-BY-4.0
AVP-R-2325,validation,mitre-engenuity,CVE-2023-26714,CWE-798,T1029,Slow Exfiltration,2,7,8,7,CC-BY-4.0
AVP-R-2326,validation,lanl,CVE-2021-13288,CWE-521,T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-2327,validation,lmdg-synthetic,CVE-2021-10411,CWE-307,T1021.004;T1029,Slow Exfiltration,1,6,7,6,CC-BY-4.0
AVP-R-2328,validation,lanl,CVE-2022-26988,CWE-521,T1047;T1569.002,Tool Injection,1,5,6,5,CC-BY-4.0
AVP-R-2329,validation,mitre-engenuity,CVE-2021-31372,CWE-613,T1029,Slow Exfiltration,3,4,5,4,CC-BY-4.0
AVP-R-2330,validation,lanl,CVE-2022-31509,CWE-620,T1078.001,Role Confusion,1,4,5,4,CC-BY-4.0
AVP-R-2331,validation,lanl,CVE-2021-26440,CWE-287,T1078,Noisy Decoy,3,6,7,6,CC-BY-4.0
AVP-R-2332,validation,lanl,CVE-2023-23837,CWE-306,T1029,Slow Exfiltration,1,7,8,7,CC-BY-4.0
AVP-R-2333,validation,mitre-engenuity,CVE-2021-10822,CWE-613,T1078.001,Role Confusion,1,5,6,5,CC-BY-4.0
AVP-R-2334,validation,lmdg-synthetic,CVE-2021-28906,CWE-640,T1059.001;T1078,Noisy Decoy,3,9,10,9,CC-BY-4.0
AVP-R-2335,validation,lmdg-synthetic,CVE-2023-30824,CWE-798,T1021.006;T1078,Noisy Decoy,2,8,9,8,CC-BY-4.0
AVP-R-2336,validation,lanl,CVE-2021-23974,CWE-798,T1557.001,NTLM Relay,3,8,9,8,CC-BY-4.0
AVP-R-2337,validation,lanl,CVE-2023-10685,CWE-384,T1557.001,NTLM Relay,4,8,9,8,CC-BY-4.0
AVP-R-2338,validation,mitre-engenuity,CVE-2021-24796,CWE-640,T1078.001,Role Confusion,2,6,7,6,CC-BY-4.0
AVP-R-2339,validation,lanl,CVE-2023-28358,CWE-521,T1078.001,Role Confusion,2,9,10,9,CC-BY-4.0
AVP-R-2340,validation,lmdg-synthetic,CVE-2022-29043,CWE-200,T1018;T1078.001,Role Confusion,1,8,9,8,CC-BY-4.0
AVP-R-2341,validation,lanl,CVE-2021-12466,CWE-640,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-2342,validation,lanl,CVE-2021-27262,CWE-613,T1078.001,Role Confusion,1,8,9,8,CC-BY-4.0
AVP-R-2343,validation,mitre-engenuity,CVE-2021-29317,CWE-306,T1047;T1569.002,Tool Injection,4,5,6,5,CC-BY-4.0
AVP-R-2344,validation,lanl,CVE-2021-13288,CWE-521,T1557.001,NTLM Relay,2,5,6,5,CC-BY-4.0
AVP-R-2345,validation,mitre-engenuity,CVE-2023-30824,CWE-798,T1029,Slow Exfiltration,4,10,11,10,CC-BY-4.0
AVP-R-2346,validation,mitre-engenuity,CVE-2022-25755,CWE-384,T1047;T1569.002,Tool Injection,3,8,9,8,CC-BY-4.0
AVP-R-2347,validation,lmdg-synthetic,CVE-2023-31235,CWE-384,T1021.004;T1078,Noisy Decoy,2,6,7,6,CC-BY-4.0
AVP-R-2348,validation,mitre-engenuity,CVE-2021-12055,CWE-384,T1047;T1569.002,Tool Injection,3,6,7,6,CC-BY-4.0
AVP-R-2349,validation,lanl,CVE-2021-26440,CWE-287,T1078.001,Role Confusion,4,9,10,9,CC-BY-4.0
AVP-R-2350,validation,mitre-engenuity,CVE-2021-28906,CWE-640,T1047;T1569.002,Tool Injection,1,6,7,6,CC-BY-4.0
AVP-R-2351,validation,lmdg-synthetic,CVE-2021-30961,CWE-307,T1021.006;T1047;T1569.002,Tool Injection,2,6,7,6,CC-BY-4.0
AVP-R-2352,validation,mitre-engenuity,CVE-2021-29317,CWE-306,T1029,Slow Exfiltration,2,6,7,6,CC-BY-4.0
AVP-R-2353,validation,mitre-engenuity,CVE-2023-28358,CWE-521,T1029,Slow Exfiltration,3,7,8,7,CC-BY-4.0
AVP-R-2354,validation,lanl,CVE-2021-29317,CWE-306,T1029,Slow Exfiltration,1,4,5,4,CC-BY-4.0
AVP-R-2355,validation,mitre-engenuity,CVE-2023-13151,CWE-307,T1029,Slow Exfiltration,1,5,6,5,CC-BY-4.0
AVP-R-2356,validation,lmdg-synthetic,CVE-2022-26166,CWE-640,T1021.006;T1078,Noisy Decoy,2,6,7,6,CC-BY-4.0
AVP-R-2357,validation,mitre-engenuity,CVE-2021-26851,CWE-307,T1047;T1569.002,Tool Injection,1,10,11,10,CC-BY-4.0
AVP-R-2358,validation,mitre-engenuity,CVE-2023-10685,CWE-384,T1078,Noisy Decoy,2,6,7,6,CC-BY-4.0
AVP-R-2359,validation,mitre-engenuity,CVE-2022-11370,CWE-287,T1047;T1569.002,Tool Injection,3,4,5,4,CC-BY-4.0
AVP-R-2360,validation,lanl,CVE-2022-26988,CWE-521,T1047;T1569.002,Tool Injection,2,7,8,7,CC-BY-4.0
AVP-R-2361,validation,lmdg-synthetic,CVE-2021-31372,CWE-613,T1029;T1059.001,Slow Exfiltration,1,6,7,6,CC-BY-4.0
AVP-R-2362,validation,lanl,CVE-2021-10822,CWE-613,T1078.001,Role Confusion,2,7,8,7,CC-BY-4.0
AVP-R-2363,validation,mitre-engenuity,CVE-2022-32331,CWE-307,T1047;T1569.002,Tool Injection,4,5,6,5,CC-BY-4.0
AVP-R-2364,validation,mitre-engenuity,CVE-2021-10411,CWE-307,T1029,Slow Exfiltration,2,4,5,4,CC-BY-4.0
AVP-R-2365,validation,mitre-engenuity,CVE-2021-12055,CWE-384,T1078,Noisy Decoy,1,4,5,4,CC-BY-4.0
AVP-R-2366,validation,mitre-engenuity,CVE-2023-12329,CWE-620,T1078,Noisy Decoy,3,7,8,7,CC-BY-4.0
AVP-R-2367,validation,lmdg-synthetic,CVE-2022-30687,CWE-306,T1078;T1087,Noisy Decoy,3,6,7,6,CC-BY-4.0
AVP-R-2368,validation,mitre-engenuity,CVE-2023-27536,CWE-640,T1557.001,NTLM Relay,3,9,10,9,CC-BY-4.0
AVP-R-2369,validation,lanl,CVE-2023-10274,CWE-798,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-2370,validation,lanl,CVE-2023-23837,CWE-306,T1078,Noisy Decoy,1,9,10,9,CC-BY-4.0
AVP-R-2371,validation,mitre-engenuity,CVE-2021-29317,CWE-306,T1029,Slow Exfiltration,2,5,6,5,CC-BY-4.0
AVP-R-2372,validation,lanl,CVE-2021-24385,CWE-384,T1557.001,NTLM Relay,2,7,8,7,CC-BY-4.0
AVP-R-2373,validation,lanl,CVE-2022-28221,CWE-307,T1557.001,NTLM Relay,4,5,6,5,CC-BY-4.0
AVP-R-2374,validation,mitre-engenuity,CVE-2023-28769,CWE-620,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-2375,validation,mitre-engenuity,CVE-2022-29454,CWE-798,T1078,Noisy Decoy,4,8,9,8,CC-BY-4.0
AVP-R-2376,validation,lanl,CVE-2023-12329,CWE-620,T1029,Slow Exfiltration,2,5,6,5,CC-BY-4.0
AVP-R-2377,validation,lanl,CVE-2022-10548,CWE-521,T1029,Slow Exfiltration,2,6,7,6,CC-BY-4.0
AVP-R-2378,validation,mitre-engenuity,CVE-2023-30824,CWE-798,T1078.001,Role Confusion,2,9,10,9,CC-BY-4.0
AVP-R-2379,validation,lanl,CVE-2023-11507,CWE-306,T1078,Noisy Decoy,2,7,8,7,CC-BY-4.0
AVP-R-2380,validation,lmdg-synthetic,CVE-2023-11918,CWE-521,T1021.006;T1557.001,NTLM Relay,2,4,5,4,CC-BY-4.0
AVP-R-2381,validation,mitre-engenuity,CVE-2022-31920,CWE-287,T1078,Noisy Decoy,4,6,7,6,CC-BY-4.0
AVP-R-2382,validation,lanl,CVE-2023-12329,CWE-620,T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-2383,validation,mitre-engenuity,CVE-2021-29728,CWE-521,T1078,Noisy Decoy,2,5,6,5,CC-BY-4.0
AVP-R-2384,validation,lanl,CVE-2021-28084,CWE-798,T1029,Slow Exfiltration,2,5,6,5,CC-BY-4.0
AVP-R-2385,validation,lanl,CVE-2023-11507,CWE-306,T1029,Slow Exfiltration,2,5,6,5,CC-BY-4.0
AVP-R-2386,validation,mitre-engenuity,CVE-2023-24248,CWE-521,T1029,Slow Exfiltration,4,5,6,5,CC-BY-4.0
AVP-R-2387,validation,lanl,CVE-2022-11781,CWE-307,T1078,Noisy Decoy,3,5,6,5,CC-BY-4.0
AVP-R-2388,validation,lanl,CVE-2023-12740,CWE-287,T1047;T1569.002,Tool Injection,2,7,8,7,CC-BY-4.0
AVP-R-2389,validation,mitre-engenuity,CVE-2023-27125,CWE-384,T1029,Slow Exfiltration,3,9,10,9,CC-BY-4.0
AVP-R-2390,validation,mitre-engenuity,CVE-2021-12877,CWE-306,T1078.001,Role Confusion,3,6,7,6,CC-BY-4.0
AVP-R-2391,validation,lmdg-synthetic,CVE-2022-12603,CWE-200,T1078;T1087,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-2392,validation,lmdg-synthetic,CVE-2023-25481,CWE-307,T1021.004;T1047;T1569.002,Tool Injection,1,7,8,7,CC-BY-4.0
AVP-R-2393,validation,lanl,CVE-2022-11370,CWE-287,T1557.001,NTLM Relay,1,6,7,6,CC-BY-4.0
AVP-R-2394,validation,lanl,CVE-2023-12329,CWE-620,T1029,Slow Exfiltration,4,10,11,10,CC-BY-4.0
AVP-R-2395,validation,mitre-engenuity,CVE-2023-12329,CWE-620,T1029,Slow Exfiltration,1,8,9,8,CC-BY-4.0
AVP-R-2396,validation,lmdg-synthetic,CVE-2022-31098,CWE-521,T1049;T1078.001,Role Confusion,1,6,7,6,CC-BY-4.0
AVP-R-2397,validation,lanl,CVE-2022-24933,CWE-200,T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-2398,validation,lmdg-synthetic,CVE-2022-25344,CWE-798,T1047;T1059.003;T1569.002,Tool Injection,2,9,10,9,CC-BY-4.0
AVP-R-2399,validation,lmdg-synthetic,CVE-2023-27947,CWE-306,T1047;T1087;T1569.002,Tool Injection,3,4,5,4,CC-BY-4.0
AVP-R-2400,validation,mitre-engenuity,CVE-2023-30002,CWE-613,T1047;T1569.002,Tool Injection,1,5,6,5,CC-BY-4.0
AVP-R-2401,validation,lanl,CVE-2021-30961,CWE-307,T1047;T1569.002,Tool Injection,3,10,11,10,CC-BY-4.0
AVP-R-2402,validation,mitre-engenuity,CVE-2021-29317,CWE-306,T1557.001,NTLM Relay,4,9,10,9,CC-BY-4.0
AVP-R-2403,validation,mitre-engenuity,CVE-2021-25207,CWE-306,T1557.001,NTLM Relay,1,7,8,7,CC-BY-4.0
AVP-R-2404,validation,mitre-engenuity,CVE-2021-10000,CWE-287,T1557.001,NTLM Relay,3,7,8,7,CC-BY-4.0
AVP-R-2405,validation,lmdg-synthetic,CVE-2021-11644,CWE-798,T1018;T1047;T1569.002,Tool Injection,1,4,5,4,CC-BY-4.0
AVP-R-2406,validation,lanl,CVE-2022-25344,CWE-798,T1078.001,Role Confusion,3,9,10,9,CC-BY-4.0
AVP-R-2407,validation,mitre-engenuity,CVE-2023-30824,CWE-798,T1029,Slow Exfiltration,1,6,7,6,CC-BY-4.0
